price,lotSize,livingArea,hasGarage,hasAttachedProperty,hasView,hasHOA,AnnualHOAFee,fullBathrooms,halfBathrooms,bedrooms,city,homeType,propertyTaxRate,yearBuilt,hasHomeWarranty,latitude,longitude,elevation,mean_daily_high_temperature,mean_daily_low_temperature,rainfall,population_density,park,motorway,supermarket,Costco
1600000,10200.0,2380.0,True,False,True,False,0.0,2,0,4,yorba linda,SINGLE_FAMILY,1.07,1985,False,33.894054,-117.767746,381.0,78.0,56.0,13.53,3400.0,790.7047039778661,2986.232196973204,733.4614216986672,2980.724555024181
1200000,10640.0,1800.0,True,False,True,False,0.0,2,0,4,yorba linda,SINGLE_FAMILY,1.07,1957,False,33.88362,-117.81402,381.0,78.0,56.0,13.53,3400.0,625.9441723272432,3357.103818164349,792.4883640488831,6533.537849379804
1799000,3852.0,1799.0,False,True,True,False,0.0,3,0,3,ventura,MULTI_FAMILY,1.1,1972,False,34.264034,-119.27349,52.0,69.2,53.3,12.93,3400.0,698.9769907519257,537.4983440508892,325.83986471143254,12294.530929518538
1778000,3600.0,1024.0,True,False,True,False,0.0,2,0,3,ventura,SINGLE_FAMILY,1.1,1955,False,34.265224,-119.27587,52.0,69.2,53.3,12.93,3400.0,452.61495695075257,505.8135058410307,578.8017578833287,12545.729984240454
1920000,3843.0,1785.0,True,False,True,False,0.0,3,0,4,ventura,SINGLE_FAMILY,1.1,1974,False,34.259922,-119.27027,52.0,69.2,53.3,12.93,3400.0,822.7970306372438,610.9132283062763,345.2951835996444,11862.338473277372
1215000,5558.0,942.0,True,False,False,False,0.0,0,0,2,ventura,SINGLE_FAMILY,1.1,1948,False,34.283028,-119.27822,52.0,69.2,53.3,12.93,3400.0,270.3452225035801,1196.6738506175366,839.7359788577754,13561.412158313991
1468000,10963.0,1194.0,True,False,True,False,0.0,1,0,2,ventura,SINGLE_FAMILY,1.1,1928,False,34.281487,-119.27483,52.0,69.2,53.3,12.93,3400.0,489.7309388287461,1156.3418270976606,491.8779838972813,13205.9509344359
1340000,12474.0,1737.0,True,True,True,False,0.0,2,0,2,ventura,SINGLE_FAMILY,1.1,1974,False,34.272156,-119.2751,52.0,69.2,53.3,12.93,3400.0,397.1993857465586,273.07072599518017,788.8141493526786,12772.56519318054
1440000,4000.0,1600.0,True,False,True,False,0.0,2,0,3,ventura,SINGLE_FAMILY,1.1,2005,False,34.264984,-119.27237,52.0,69.2,53.3,12.93,3400.0,773.9076948688522,423.5134437185571,297.6953079041663,12235.593527513698
1252125,5600.0,1371.0,True,False,True,False,0.0,2,0,3,ventura,SINGLE_FAMILY,1.1,1965,False,34.26124,-119.2689,52.0,69.2,53.3,12.93,3400.0,951.3980676347962,432.0532789320971,229.91865866162752,11791.792649004854
1527840,5040.0,1568.0,False,False,True,False,0.0,2,0,3,ventura,SINGLE_FAMILY,1.1,1955,False,34.255337,-119.26791,52.0,69.2,53.3,12.93,3400.0,296.2690558227283,1075.6639841714357,879.6430594282012,11500.007882705686
1315000,5600.0,1453.0,True,False,True,True,250.0,1,0,3,ventura,SINGLE_FAMILY,1.1,1965,False,34.25592,-119.26517,52.0,69.2,53.3,12.93,3400.0,461.91838061171205,856.4901620033461,913.6217069133872,11278.3813701572
1225000,9126.0,1193.0,True,False,True,False,0.0,1,1,3,ventura,SINGLE_FAMILY,1.1,1925,False,34.280304,-119.26231,52.0,69.2,53.3,12.93,3400.0,184.8937906414211,1652.7857271320238,826.8065011310391,12136.880620667278
1300000,3864.0,930.0,True,False,True,False,0.0,1,0,3,ventura,SINGLE_FAMILY,1.1,1956,False,34.26736,-119.276634,52.0,69.2,53.3,12.93,3400.0,399.8193006479393,304.5769782654343,765.5824056713329,12696.56222379021
1800000,3815.0,3325.0,True,False,False,False,0.0,0,0,3,ventura,SINGLE_FAMILY,1.1,1978,False,34.26705,-119.27653,52.0,69.2,53.3,12.93,3400.0,397.8599871587176,330.16867055987086,736.7514978590824,12675.071886447238
1429000,14443.0,2598.0,True,False,True,False,0.0,3,0,3,ventura,SINGLE_FAMILY,1.1,1965,False,34.30066,-119.21133,52.0,69.2,53.3,12.93,3400.0,1694.05477015967,3192.211350578938,2658.40019033128,10180.862427476535
1460000,7225.0,2076.0,True,False,True,False,0.0,2,0,3,ventura,SINGLE_FAMILY,1.1,1955,False,34.27897,-119.24361,52.0,69.2,53.3,12.93,3400.0,1225.304066336659,1548.284784034139,969.337857415924,10601.990036203117
1344000,8432.0,3002.0,True,False,True,False,0.0,3,1,4,ventura,SINGLE_FAMILY,1.1,1973,False,34.280746,-119.23988,52.0,69.2,53.3,12.93,3400.0,1394.6508967764046,1675.498319295841,1327.1550151611464,10435.09379953752
1325000,6930.0,3337.0,True,False,True,False,0.0,4,0,5,ventura,SINGLE_FAMILY,1.1,2001,False,34.286835,-119.19547,52.0,69.2,53.3,12.93,3400.0,382.7290476315552,1484.6628472246955,871.9981414772542,8093.379342842067
1170000,8274.0,2562.0,True,False,True,False,0.0,3,0,4,ventura,SINGLE_FAMILY,1.1,1990,False,34.282852,-119.23067,52.0,69.2,53.3,12.93,3400.0,1037.4379737828046,1629.482084110537,1801.372312303373,9912.922182143002
1980000,8625.0,2875.0,True,False,True,False,0.0,1,0,4,ventura,SINGLE_FAMILY,1.1,2022,False,34.290054,-119.22126,52.0,69.2,53.3,12.93,3400.0,446.7053737937009,2183.812848285696,1682.0725718119738,9836.33664924319
1350000,7435.0,2530.0,True,False,True,False,0.0,3,0,4,ventura,SINGLE_FAMILY,1.1,2002,False,34.2685,-119.21725,52.0,69.2,53.3,12.93,3400.0,364.893355498616,401.65085644028073,507.0341193726666,7953.596794682503
1125000,9490.0,1715.0,True,False,True,False,0.0,1,0,3,ventura,SINGLE_FAMILY,1.1,1957,False,34.28217,-119.219086,52.0,69.2,53.3,12.93,3400.0,1192.0009850631582,1295.9431674165323,852.4922409143967,9071.191868694485
1339000,16090.0,1786.0,True,False,True,False,0.0,2,0,3,ventura,SINGLE_FAMILY,1.1,1967,False,34.29089,-119.214516,52.0,69.2,53.3,12.93,3400.0,1045.171056705135,2150.9540599994434,1580.7769935907063,9494.805735141494
1300000,11281.0,2516.0,True,False,True,False,0.0,2,1,4,ventura,SINGLE_FAMILY,1.1,1970,False,34.29416,-119.21581,52.0,69.2,53.3,12.93,3400.0,978.3381185780886,2522.561291828734,1957.273220808927,9850.80097076409
1205661,1742.0,1818.0,True,False,True,False,0.0,2,1,3,carpinteria,SINGLE_FAMILY,1.07,1990,False,34.407898,-119.53827,33.0,68.5,50.8,18.98,5125.19,1168.647234654157,254.10191515068917,2143.363343415849,30950.21116721851
1412100,7405.0,1179.0,True,False,False,False,0.0,2,0,3,carpinteria,SINGLE_FAMILY,1.07,1958,False,34.4036,-119.5164,33.0,68.5,50.8,18.98,5125.19,190.87816884537855,305.3105379199445,739.8229354096499,32987.87805034807
1160000,871.0,1691.0,True,False,True,False,0.0,2,1,3,carpinteria,CONDO,1.07,1988,False,34.40155,-119.52866,33.0,68.5,50.8,18.98,5125.19,559.8476949578245,221.6442056087513,1023.525544129793,31887.57710808451
1325000,4356.0,1164.0,False,False,False,False,0.0,2,0,2,carpinteria,SINGLE_FAMILY,1.07,1985,False,34.405724,-119.512535,33.0,68.5,50.8,18.98,5125.19,156.7346469700978,678.6121731475281,1103.872381120736,33322.60105228218
1100000,6000.0,2826.0,True,False,True,False,0.0,3,0,4,oxnard,SINGLE_FAMILY,1.1,2000,False,34.212933,-119.17353,52.0,69.2,53.3,12.93,7616.4,784.1575139269748,1729.3102256244915,1360.756275389712,2718.1715541441117
1777000,2450.0,2667.0,True,False,True,False,0.0,2,1,3,oxnard,SINGLE_FAMILY,1.1,1988,False,34.153385,-119.21821,52.0,69.2,53.3,12.93,7616.4,829.9085947209835,7106.008723598386,2636.878862349976,10283.892517752356
1800000,4337.0,2820.0,True,False,True,False,0.0,3,0,4,oxnard,SINGLE_FAMILY,1.1,2006,False,34.187897,-119.224945,52.0,69.2,53.3,12.93,7616.4,57.29999981492251,6780.747065657881,265.8521094548252,8205.248031033438
1670000,4337.0,2851.0,True,False,True,True,3828.0,3,0,5,oxnard,SINGLE_FAMILY,1.1,2009,False,34.18767,-119.22494,52.0,69.2,53.3,12.93,7616.4,54.80036426365037,6797.911880716727,271.6877789822991,8217.737074317914
1300000,1994.0,1994.0,True,True,True,True,11616.0,2,0,3,oxnard,CONDO,1.1,2006,False,34.18678,-119.22288,52.0,69.2,53.3,12.93,7616.4,132.0652191293021,6733.2632648854005,191.81137680896464,8107.601229646077
2181000,2800.0,2237.0,True,True,True,False,0.0,2,1,3,oxnard,SINGLE_FAMILY,1.1,1971,False,34.181267,-119.229485,52.0,69.2,53.3,12.93,7616.4,696.4227389035434,7596.327886664144,1042.0867518377602,8950.057421677782
1310000,4900.0,1350.0,True,False,True,False,0.0,2,0,2,oxnard,SINGLE_FAMILY,1.1,1955,False,34.160088,-119.220566,52.0,69.2,53.3,12.93,7616.4,393.9918669491519,7210.447593786068,1926.907089109539,9859.235439406908
2100000,2450.0,2810.0,True,False,True,False,0.0,3,1,4,oxnard,SINGLE_FAMILY,1.1,1988,False,34.17008,-119.2318,52.0,69.2,53.3,12.93,7616.4,493.8790213310129,8196.72229173597,1627.747794242944,9854.62126076302
1615000,2800.0,1804.0,True,True,True,False,0.0,2,0,4,oxnard,SINGLE_FAMILY,1.1,1976,False,34.182987,-119.23136,52.0,69.2,53.3,12.93,7616.4,511.1764353159192,7584.536930313188,1040.8324431941105,8992.718027793426
1829000,5564.0,3188.0,True,False,True,False,0.0,2,1,3,oxnard,SINGLE_FAMILY,1.1,1986,False,34.18453,-119.23814,52.0,69.2,53.3,12.93,7616.4,247.3478801061092,7737.144632432288,1535.0270875563012,9445.0472035658
1660000,3920.0,1942.0,True,False,True,False,0.0,3,0,3,oxnard,SINGLE_FAMILY,1.1,1977,False,34.18593,-119.23908,52.0,69.2,53.3,12.93,7616.4,311.40322784634003,7644.3646066031,1584.1109715824475,9447.408159540491
1175888,4098.0,1386.0,True,False,True,False,0.0,2,0,3,oxnard,SINGLE_FAMILY,1.1,1961,False,34.193798,-119.24079,52.0,69.2,53.3,12.93,7616.4,350.5637753692986,6979.42094469439,1820.0332284379065,9218.285682637774
1650000,4000.0,2924.0,True,False,True,False,0.0,2,1,3,oxnard,SINGLE_FAMILY,1.1,1988,False,34.19081,-119.24122,52.0,69.2,53.3,12.93,7616.4,460.0272387215739,7285.309467644125,1777.773832963073,9386.38628357084
1840000,4000.0,2816.0,True,False,True,False,0.0,3,0,3,oxnard,SINGLE_FAMILY,1.1,1990,False,34.19116,-119.24102,52.0,69.2,53.3,12.93,7616.4,502.106289886518,7242.591312888754,1765.9727029346457,9353.667580998
1990000,3920.0,2944.0,True,False,True,False,0.0,2,1,5,oxnard,SINGLE_FAMILY,1.1,1977,False,34.193535,-119.24518,52.0,69.2,53.3,12.93,7616.4,562.6258180509508,7201.108108181916,2197.3393885288324,9603.40458687197
1315000,13800.0,1876.0,True,False,True,False,0.0,2,0,3,santa paula,SINGLE_FAMILY,1.1,1947,False,34.370846,-119.05948,279.0,75.2,48.3,17.38,5543.76,257.9896428211604,1988.193093178756,1938.965897509568,18102.283936021693
1825000,7405.0,1300.0,True,False,False,False,0.0,2,0,3,santa barbara,SINGLE_FAMILY,1.07,1957,False,34.415188,-119.72332,49.0,71.9,53.2,18.98,4546.92,299.37986489623444,1031.32182055132,743.6920747245998,13966.552108343953
1315000,6534.0,933.0,True,False,True,False,0.0,1,0,2,santa barbara,SINGLE_FAMILY,1.07,1917,False,34.420128,-119.71085,49.0,71.9,53.2,18.98,4546.92,342.5091988949457,120.60390077899876,537.1163690946867,15063.518706123828
2150000,4791.0,1929.0,True,False,True,False,0.0,2,0,3,santa barbara,SINGLE_FAMILY,1.07,1928,False,34.416843,-119.72422,49.0,71.9,53.2,18.98,4546.92,323.86529997046745,966.679280849452,742.5333229845035,13866.90785675656
1390000,4791.0,1501.0,True,False,True,False,0.0,1,0,3,santa barbara,SINGLE_FAMILY,1.07,1934,False,34.42292,-119.71967,49.0,71.9,53.2,18.98,4546.92,495.2834153088795,191.77346916868083,547.9975238892771,14240.463619539643
1985000,8276.0,2135.0,False,False,True,False,0.0,3,0,5,santa barbara,SINGLE_FAMILY,1.07,1948,False,34.42465,-119.72504,49.0,71.9,53.2,18.98,4546.92,123.35618909431577,232.51914117616613,1023.4180595428872,13741.907809773034
1865000,1506.0,1653.0,False,False,False,True,7500.0,0,0,1,santa barbara,CONDO,1.07,2008,False,34.415104,-119.696144,49.0,71.9,53.2,18.98,4546.92,253.9929190721577,197.0402885446713,443.01846089693737,16449.38390326594
2457000,12197.0,2416.0,True,False,True,False,0.0,2,0,4,santa barbara,SINGLE_FAMILY,1.07,1964,False,34.45265,-119.7439,49.0,71.9,53.2,18.98,4546.92,297.26169120957746,1770.4482178727728,1475.1067169788334,12319.551779055657
2126000,13504.0,2074.0,True,False,True,False,0.0,3,0,4,santa barbara,SINGLE_FAMILY,1.07,1963,False,34.41921,-119.73733,49.0,71.9,53.2,18.98,4546.92,568.9495497055648,1012.8265980021952,1914.4577903770044,12646.726745938411
1150000,1306.0,1368.0,True,False,True,False,0.0,1,1,2,santa barbara,CONDO,1.07,1967,False,34.43593,-119.72231,49.0,71.9,53.2,18.98,4546.92,655.1555668482679,1073.9020348589534,397.9167721599251,14016.10315660373
2450000,9583.0,2322.0,True,False,True,False,0.0,3,0,4,santa barbara,SINGLE_FAMILY,1.07,1963,False,34.452812,-119.71195,49.0,71.9,53.2,18.98,4546.92,1053.7435089133062,3126.2557094826857,2136.034883008992,15192.337601974858
1465000,1742.0,1499.0,True,True,True,False,0.0,2,1,2,santa barbara,CONDO,1.07,1997,False,34.436398,-119.74634,49.0,71.9,53.2,18.98,4546.92,1167.5164554943624,333.86815461838694,350.9099490392615,11821.738852478924
1292500,1742.0,1639.0,True,False,False,False,0.0,2,0,3,santa barbara,CONDO,1.07,1986,False,34.43974,-119.72021,49.0,71.9,53.2,18.98,4546.92,437.7767441575282,1522.2521583583057,595.4463385576378,14241.224477728392
1645000,6354.0,1455.0,True,False,True,False,0.0,1,0,3,santa barbara,SINGLE_FAMILY,1.07,1948,False,34.44136,-119.72752,49.0,71.9,53.2,18.98,4546.92,479.8238153906807,1589.3572910943103,302.1284625894326,13592.554234660824
1859000,7405.0,1257.0,True,False,True,False,0.0,2,0,3,santa barbara,SINGLE_FAMILY,1.07,1948,False,34.443962,-119.72538,49.0,71.9,53.2,18.98,4546.92,795.0979782877583,1922.142084884057,649.9408438568142,13822.047461236052
1500000,7840.0,1152.0,False,False,False,False,0.0,2,0,3,santa barbara,SINGLE_FAMILY,1.07,1946,False,34.444027,-119.72626,49.0,71.9,53.2,18.98,4546.92,736.3859176754833,1907.4643477754664,619.9543990450875,13742.974743235012
1875000,6098.0,1267.0,False,False,True,False,0.0,2,1,3,santa barbara,SINGLE_FAMILY,1.07,1950,False,34.448544,-119.72688,49.0,71.9,53.2,18.98,4546.92,348.348072580934,2371.947109721095,1087.837670874517,13761.483351885883
2250000,15681.0,2121.0,True,False,True,False,0.0,2,0,4,santa barbara,SINGLE_FAMILY,1.07,1948,False,34.446953,-119.73327,49.0,71.9,53.2,18.98,4546.92,359.29870366158576,1973.3400256999312,867.4361516499614,13154.457080158478
1800000,6098.0,1960.0,True,False,True,False,0.0,2,0,3,santa barbara,SINGLE_FAMILY,1.07,1963,False,34.44894,-119.72805,49.0,71.9,53.2,18.98,4546.92,308.12885111886004,2391.0059330786203,1118.278609399155,13663.193066859269
1530000,15245.0,1540.0,True,False,True,False,0.0,2,0,3,santa barbara,SINGLE_FAMILY,1.07,1947,False,34.44901,-119.73283,49.0,71.9,53.2,18.98,4546.92,144.0064776954003,2178.5512315507026,1099.4708444436862,13232.969365906612
1500000,9583.0,1452.0,True,False,True,False,0.0,2,0,3,santa barbara,SINGLE_FAMILY,1.07,1949,False,34.444885,-119.73403,49.0,71.9,53.2,18.98,4546.92,302.3204638493775,1738.0856764633916,627.9740529201811,13050.384754358349
2105000,9147.0,1677.0,True,False,True,False,0.0,1,1,3,santa barbara,SINGLE_FAMILY,1.07,1947,False,34.43549,-119.730286,49.0,71.9,53.2,18.98,4546.92,407.1487912801471,889.8232350270614,399.6985280035552,13282.99899711219
1735000,15245.0,1503.0,False,False,False,False,0.0,2,0,3,santa barbara,SINGLE_FAMILY,1.07,1962,False,34.446983,-119.733826,49.0,71.9,53.2,18.98,4546.92,356.4979129628239,1953.015228538404,860.8386122175631,13104.683579878336
1354000,7841.0,1284.0,True,False,True,False,0.0,1,0,2,santa barbara,SINGLE_FAMILY,1.07,1951,False,34.442787,-119.76969,49.0,71.9,53.2,18.98,4546.92,1292.8426862079682,189.91390171872425,1584.9620696997963,9784.135195324225
2460000,8712.0,2205.0,True,False,True,False,0.0,2,1,3,santa barbara,SINGLE_FAMILY,1.07,1984,False,34.447018,-119.74616,49.0,71.9,53.2,18.98,4546.92,370.26751355863945,1160.7014792406862,847.0040989230104,11990.757739809624
1470000,8276.0,2017.0,True,False,True,False,0.0,3,0,4,santa barbara,SINGLE_FAMILY,1.07,1958,False,34.44567,-119.761154,49.0,71.9,53.2,18.98,4546.92,448.6378734962453,513.720679737137,1043.8697136262367,10611.530861038997
1325000,1742.0,1643.0,True,False,False,False,0.0,3,0,3,santa barbara,CONDO,1.07,1996,False,34.44514,-119.783966,49.0,71.9,53.2,18.98,4546.92,974.0293976077868,451.3033464289021,1019.5178371344128,8552.010509089208
1200000,1306.0,1123.0,True,False,True,False,0.0,3,0,2,santa barbara,SINGLE_FAMILY,1.07,1972,False,34.428246,-119.78825,49.0,71.9,53.2,18.98,4546.92,748.1913215604486,1530.2298923832427,1078.6096448427822,7939.836636516437
1740000,4356.0,1778.0,True,False,True,False,0.0,2,0,2,santa barbara,SINGLE_FAMILY,1.07,1964,False,34.432552,-119.77906,49.0,71.9,53.2,18.98,4546.92,1658.1397603939945,1066.0506278829937,1202.966382202122,8798.2375155754
1250000,13068.0,1564.0,True,False,True,False,0.0,2,0,3,santa barbara,SINGLE_FAMILY,1.07,1953,False,34.447376,-119.76893,49.0,71.9,53.2,18.98,4546.92,1145.6937480481774,694.4494980809513,1725.7850702289384,9951.599010709251
1875000,10018.0,2222.0,True,False,True,False,0.0,2,0,6,santa barbara,SINGLE_FAMILY,1.07,1964,False,34.45275,-119.75715,49.0,71.9,53.2,18.98,4546.92,665.2098325112178,1334.608739737632,1561.5884940414255,11141.527400275096
1710000,7840.0,1667.0,True,False,True,False,0.0,2,0,3,santa barbara,SINGLE_FAMILY,1.07,1963,False,34.456234,-119.79553,49.0,71.9,53.2,18.98,4546.92,671.90883809998,1582.9605849865447,2104.464866396155,7928.563723125059
1350000,3049.0,1881.0,False,False,False,True,4020.0,0,0,3,santa barbara,SINGLE_FAMILY,1.07,1999,False,34.442986,-119.79334,49.0,71.9,53.2,18.98,4546.92,702.5842569152353,164.1902005101231,634.8726880123139,7660.664035519248
2350000,15245.0,2354.0,True,False,True,False,0.0,2,0,4,santa barbara,SINGLE_FAMILY,1.07,1971,False,34.466377,-119.81947,49.0,71.9,53.2,18.98,4546.92,1491.5066515276235,2790.962899433597,2895.541237641832,6645.250901249557
1595000,7841.0,1561.0,True,False,True,False,0.0,3,0,3,santa barbara,SINGLE_FAMILY,1.07,1962,False,34.437637,-119.80348,49.0,71.9,53.2,18.98,4546.92,268.1090414797557,431.07959584285135,101.8009794327433,6633.305224398537
2465000,10454.0,2474.0,True,False,False,False,0.0,2,1,3,santa barbara,SINGLE_FAMILY,1.07,2000,False,34.43456,-119.80252,49.0,71.9,53.2,18.98,4546.92,144.43563476919425,776.7951261847213,193.1551487764602,6673.120229466535
2000000,10018.0,1920.0,True,False,True,False,0.0,2,0,3,santa barbara,SINGLE_FAMILY,1.07,1961,False,34.444668,-119.79211,49.0,71.9,53.2,18.98,4546.92,645.2813557580945,378.08911878030034,781.4776942110923,7813.438992668373
1285000,1742.0,1582.0,True,False,True,False,0.0,2,1,3,santa barbara,TOWNHOUSE,1.07,1974,False,34.426514,-119.79899,49.0,71.9,53.2,18.98,4546.92,312.75755127255667,1679.9022667652334,1135.7100304831,6956.168269096141
1100000,1742.0,1388.0,False,False,False,False,0.0,2,1,3,santa barbara,CONDO,1.07,1974,False,34.426636,-119.80029,49.0,71.9,53.2,18.98,4546.92,403.9590351783765,1677.7995271993734,1081.5224917601545,6836.684854093426
1600000,10454.0,1904.0,True,False,True,False,0.0,2,0,4,santa barbara,SINGLE_FAMILY,1.07,1962,False,34.43989,-119.80037,49.0,71.9,53.2,18.98,4546.92,483.5237355784768,297.9900182324952,452.8878631158928,6958.731587835605
2100000,9147.0,1561.0,True,False,True,False,0.0,2,0,3,santa barbara,SINGLE_FAMILY,1.07,1966,False,34.448174,-119.80473,49.0,71.9,53.2,18.98,4546.92,262.3022417034804,713.7768580727056,1278.666144778536,6815.073881151006
2200000,7405.0,2710.0,False,False,True,False,0.0,4,1,4,santa barbara,SINGLE_FAMILY,1.07,1968,False,34.44502,-119.80536,49.0,71.9,53.2,18.98,4546.92,96.39335829379873,362.5184842696309,938.8365435228942,6651.403004341307
1781000,8712.0,2121.0,True,False,True,False,0.0,3,0,4,santa barbara,SINGLE_FAMILY,1.07,1973,False,34.432247,-119.80623,49.0,71.9,53.2,18.98,4546.92,561.8167386331326,1045.1337507136632,462.2400393908146,6309.872567312947
1500000,3049.0,1562.0,True,False,False,False,0.0,2,0,3,santa barbara,SINGLE_FAMILY,1.07,1984,False,34.450245,-119.81027,49.0,71.9,53.2,18.98,4546.92,430.29459551493954,902.4017637119372,1627.8016017972068,6424.025121027097
1130300,6534.0,1352.0,False,False,False,False,0.0,0,0,4,santa barbara,SINGLE_FAMILY,1.07,1963,False,34.430485,-119.79477,49.0,71.9,53.2,18.98,4546.92,280.8832663055909,1267.264785247199,896.1445007075353,7347.66182762655
1295000,3920.0,1368.0,False,False,True,False,0.0,2,0,2,santa barbara,CONDO,1.07,1972,False,34.450394,-119.81192,49.0,71.9,53.2,18.98,4546.92,278.13914792124643,918.139453136406,1610.8673838719794,6291.468579113035
1615000,5227.0,1408.0,True,True,True,False,0.0,2,0,3,santa barbara,SINGLE_FAMILY,1.07,1984,False,34.449852,-119.79565,49.0,71.9,53.2,18.98,4546.92,266.6935631232117,875.8797880096009,1423.5862477065025,7663.031751330926
1850000,10454.0,2261.0,True,False,False,False,0.0,3,0,5,santa barbara,SINGLE_FAMILY,1.07,1970,False,34.450645,-119.79403,49.0,71.9,53.2,18.98,4546.92,435.7091824102327,961.5124176462418,1467.959844137211,7832.050541892335
2200000,10018.0,2386.0,True,False,False,False,0.0,2,1,4,santa barbara,SINGLE_FAMILY,1.07,1965,False,34.45572,-119.818405,49.0,71.9,53.2,18.98,4546.92,639.1833070516265,1630.4110192507312,1772.490627806716,6033.308809208344
1765000,1583.0,2421.0,True,False,True,False,0.0,3,0,4,goleta,CONDO,1.07,2013,False,34.43119,-119.90153,20.0,69.2,49.4,17.25,4100.0,635.511163215409,159.36251866058635,2328.608381374121,2478.9279718131047
1350000,8276.0,1713.0,False,False,True,False,0.0,3,0,3,goleta,SINGLE_FAMILY,1.07,1967,False,34.43814,-119.894905,20.0,69.2,49.4,17.25,4100.0,162.72076644603422,681.7637014801363,1998.7834194153324,2171.836709427717
1425000,6534.0,1681.0,True,False,True,False,0.0,2,0,4,goleta,SINGLE_FAMILY,1.07,1969,False,34.4391,-119.8842,20.0,69.2,49.4,17.25,4100.0,91.1645038290787,685.82556203056,1244.5605730082004,1523.1843811327096
1500000,6969.0,1234.0,True,False,True,False,0.0,2,0,3,goleta,SINGLE_FAMILY,1.07,1967,False,34.439754,-119.89442,20.0,69.2,49.4,17.25,4100.0,301.7931181442871,865.0255861083289,2038.4002581936493,2236.043696697015
1520000,6970.0,1681.0,True,False,True,False,0.0,2,0,4,goleta,SINGLE_FAMILY,1.07,1968,False,34.440754,-119.88421,20.0,69.2,49.4,17.25,4100.0,267.9694802593413,836.1677097531053,1385.3951778692642,1678.6201852171898
1500000,8276.0,1386.0,False,False,True,False,0.0,1,0,3,goleta,SINGLE_FAMILY,1.07,1963,False,34.445538,-119.82341,20.0,69.2,49.4,17.25,4100.0,134.27534559876867,578.7249076682536,553.3443022322213,5110.47079425257
1790700,10018.0,2439.0,True,False,True,False,0.0,3,0,5,goleta,SINGLE_FAMILY,1.07,1969,False,34.42432,-119.8776,20.0,69.2,49.4,17.25,4100.0,109.73368539850829,1128.0282519346465,404.97384026287824,463.3583045142552
1700000,8276.0,1386.0,True,False,True,False,0.0,2,0,3,goleta,SINGLE_FAMILY,1.07,1964,False,34.447254,-119.82575,20.0,69.2,49.4,17.25,4100.0,174.0787745474509,822.0337777791076,719.3545781253325,4992.831775322489
1500000,7840.0,1927.0,False,False,True,False,0.0,3,0,4,goleta,SINGLE_FAMILY,1.07,1962,False,34.447838,-119.835495,20.0,69.2,49.4,17.25,4100.0,403.6914947139429,945.2793495104656,679.6300318400182,4239.033631864441
1895000,7405.0,2075.0,True,False,False,False,0.0,2,1,3,goleta,SINGLE_FAMILY,1.07,1987,False,34.449482,-119.82911,20.0,69.2,49.4,17.25,4100.0,506.8938916964241,1062.2557485124837,853.9464250695034,4835.6086918138335
1640000,7841.0,1400.0,True,False,True,False,0.0,2,1,4,goleta,SINGLE_FAMILY,1.07,1971,False,34.453136,-119.83373,20.0,69.2,49.4,17.25,4100.0,816.4389549067587,1510.7831851074775,1212.1702696662328,4704.75075317185
1363000,7840.0,1140.0,True,False,False,False,0.0,2,0,3,goleta,SINGLE_FAMILY,1.07,1959,False,34.440582,-119.83571,20.0,69.2,49.4,17.25,4100.0,778.8474626517315,142.82553981717558,359.62893321662943,3857.9529925758
1630000,7400.0,1468.0,True,False,True,False,0.0,2,0,3,goleta,SINGLE_FAMILY,1.07,1962,False,34.44522,-119.84074,20.0,69.2,49.4,17.25,4100.0,301.4214361109792,744.499332922629,832.820145914347,3676.868434953454
1345000,7840.0,1280.0,True,False,False,False,0.0,1,0,3,goleta,SINGLE_FAMILY,1.07,1960,False,34.44225,-119.84037,20.0,69.2,49.4,17.25,4100.0,623.1100969275337,423.90598820343854,732.6223803692975,3544.352714018652
1986000,8276.0,1507.0,True,False,True,False,0.0,2,0,3,goleta,SINGLE_FAMILY,1.07,1963,False,34.449913,-119.845,20.0,69.2,49.4,17.25,4100.0,145.04032446139024,1303.0710547222925,1434.2775743960804,3677.4959932596153
1625000,8712.0,2308.0,False,False,False,False,0.0,3,0,5,goleta,SINGLE_FAMILY,1.07,1966,False,34.445606,-119.85233,20.0,69.2,49.4,17.25,4100.0,669.2197774670777,920.256707353175,1866.0827552688197,2859.0037725809093
1215000,1306.0,1707.0,True,False,True,False,0.0,3,0,2,goleta,CONDO,1.07,1990,False,34.425644,-119.87792,20.0,69.2,49.4,17.25,4100.0,240.8810119310353,978.1060890918244,278.17687363284915,371.9758929244508
1360000,6098.0,1624.0,False,False,False,False,0.0,2,0,3,goleta,SINGLE_FAMILY,1.07,1962,False,34.435455,-119.89844,20.0,69.2,49.4,17.25,4100.0,86.59591707111952,337.1998355166605,2185.831469541158,2327.9097747524115
1380000,9147.0,2030.0,True,False,True,False,0.0,3,0,4,goleta,SINGLE_FAMILY,1.07,1959,False,34.43502,-119.884995,20.0,69.2,49.4,17.25,4100.0,390.774837052222,446.7228034194836,1028.28731997406,1231.4303009697269
1485000,9147.0,1482.0,True,False,True,False,0.0,2,0,4,goleta,SINGLE_FAMILY,1.07,1963,False,34.43562,-119.89677,20.0,69.2,49.4,17.25,4100.0,148.84619515835547,360.9931896131332,2053.1495031373693,2193.288436089116
